Time,Temp,Humi,Noin,Wd,Ws,Ap,Rainfall,Noise,Ul,O2
2023/02/04 01:00:00.000,6.7,80,1250,0,0,863.1,0,41.1,0.07,20.9
2023/02/04 02:00:00.000,6.6,80,1148,0,0,863.3,0,41.1,0.07,20.9
2023/02/04 03:00:00.000,6.4,82,1166,0,0,863.3,0,41.4,0.07,20.9
2023/02/04 04:00:00.000,5.9,87,1172,0,0,863.5,0,41.1,0.06,20.9
2023/02/04 05:00:00.000,5.6,90,1304,0,0,863.9,0,41.1,0.04,20.9
2023/02/04 06:00:00.000,5.3,90,1220,0,0,863.9,0,41.1,0.04,20.9
2023/02/04 07:00:00.000,5.4,90,1262,0,0,864.3,0,41.5,0.04,20.9
2023/02/04 08:00:00.000,5.4,90,1154,0,0,864.7,0,41.1,0.04,20.9
2023/02/04 09:00:00.000,5.4,90,1130,0,0,865.1,0,41.6,0.04,20.9
2023/02/04 10:00:00.000,5.5,90,860,0,0,865.5,0,41.7,0.06,20.9
2023/02/04 11:00:00.000,5.9,90,1052,0,0,865.5,0,41.4,0.08,20.9
2023/02/04 12:00:00.000,7,86,1172,0,0,864.5,0,41.1,0.16,20.9
2023/02/04 13:00:00.000,8.9,73,1394,300,0.2,862.9,0,41.5,0.2,20.9
2023/02/04 14:00:00.000,10,68,1232,0,0,861.1,0,42.5,0.19,20.9
2023/02/04 15:00:00.000,12,61,1442,312,0.2,859.5,0,66.6,0.24,20.9
2023/02/04 16:00:00.000,13,52,1280,144,0.5,858.5,0.2,43.4,0.17,20.9
2023/02/04 17:00:00.000,12.7,52,1478,154,0.4,858.1,0,41.4,0.11,20.9
2023/02/04 18:00:00.000,11.5,57,1190,0,0,858.5,0,41.2,0.08,20.9
2023/02/04 19:00:00.000,10.1,62,1364,181,0.2,859.7,0,41,0.07,20.9
2023/02/04 20:00:00.000,9.7,70,1328,0,0,860.7,0,41.4,0.07,20.9
2023/02/04 21:00:00.000,9.2,74,1208,0,0,861.5,0,41.1,0.07,20.9
2023/02/04 22:00:00.000,8.7,77,1346,0,0,862.1,0,41.3,0.07,20.9
2023/02/04 23:00:00.000,8.5,78,1268,0,0,862.5,0,41,0.07,20.9
2023/02/05 00:00:00.000,8.2,79,1370,0,0,862.3,0,41.1,0.07,20.9
2023/02/05 01:00:00.000,8,81,1340,0,0,862.1,0,40.8,0.07,20.9
2023/02/05 02:00:00.000,7.8,82,1334,0,0,861.9,0,41.4,0.07,20.9
2023/02/05 03:00:00.000,7.4,82,1310,0,0,861.5,0,41.1,0.07,20.9
2023/02/05 04:00:00.000,7.3,84,1484,0,0,860.9,0,41.3,0.07,20.9
2023/02/05 05:00:00.000,7.1,85,1466,0,0,860.5,0,41.2,0.07,20.9
2023/02/05 06:00:00.000,6.9,86,1340,0,0,860.3,0,41.1,0.07,20.9
2023/02/05 07:00:00.000,6.8,86,1196,0,0,860.5,0,41.3,0.07,20.9
2023/02/05 08:00:00.000,6.7,87,1268,0,0,861.1,0,41.4,0.07,20.9
2023/02/05 09:00:00.000,6.8,88,1310,327,0.1,861.3,0,41.5,0.07,20.9
2023/02/05 10:00:00.000,7,87,1352,0,0,861.7,0,41.5,0.09,20.9
2023/02/05 11:00:00.000,8.2,83,1220,0,0,861.1,0,41.1,0.13,20.9
2023/02/05 12:00:00.000,9.9,75,1304,0,0,860.3,0,41.8,0.2,20.9
2023/02/05 13:00:00.000,10.4,70,1136,0,0,859.1,0,41.2,0.17,20.9
2023/02/05 14:00:00.000,12.8,63,1382,198,0.3,857.3,0,40.9,0.24,20.9
2023/02/05 15:00:00.000,14.2,55,1262,17,0.2,856.3,0,41.3,0.2,20.9
2023/02/05 16:00:00.000,15.2,53,1334,327,0.2,855.3,0,41.5,0.16,20.9
2023/02/05 17:00:00.000,14.4,56,1202,97,0.2,855.7,0,41.5,0.1,20.9
2023/02/05 18:00:00.000,11.4,67,1208,111,0.2,857.1,0,41.1,0.07,20.9
2023/02/05 19:00:00.000,10.2,70,1274,139,0.7,858.5,0,41.2,0.07,20.9
2023/02/05 20:00:00.000,9.7,74,1208,0,0,859.5,0,41.3,0.07,20.9
2023/02/05 21:00:00.000,9,78,1082,155,0.2,860.3,0,41.4,0.07,20.9
2023/02/05 22:00:00.000,8.5,80,1046,0,0,860.7,0,41.1,0.07,20.9
2023/02/05 23:00:00.000,8.1,81,1094,0,0,860.9,0,42,0.07,20.9
2023/02/06 00:00:00.000,7.5,83,1016,0,0,860.9,0,41.2,0.07,20.9
2023/02/06 01:00:00.000,7.3,85,1154,83,0.3,860.9,0,41.2,0.07,20.9
2023/02/06 02:00:00.000,6.8,89,1268,172,0.1,860.9,0,41.4,0.06,20.9
2023/02/06 03:00:00.000,6.6,90,1418,0,0,860.9,0,41.3,0.06,20.9
2023/02/06 04:00:00.000,6.2,90,1190,0,0,861.1,0,41.4,0.04,20.9
2023/02/06 05:00:00.000,5.9,90,938,0,0,860.9,0,41.5,0.04,20.9
2023/02/06 06:00:00.000,5.9,90,884,0,0,860.9,0,41.3,0.04,20.9
2023/02/06 07:00:00.000,5.9,90,1250,0,0,861.3,0,41.7,0.04,20.9
2023/02/06 08:00:00.000,5.9,90,1592,0,0,861.7,0,41.5,0.04,20.9
2023/02/06 09:00:00.000,6,90,1280,0,0,862.1,0,41.4,0.04,20.9
2023/02/06 10:00:00.000,6.4,90,956,129,0.3,862.5,0,41.5,0.04,20.9
2023/02/06 11:00:00.000,6.8,90,974,0,0,862.5,0,41.5,0.05,20.9
2023/02/06 12:00:00.000,6.9,90,1142,0,0,862.1,0,41.2,0.13,20.9
2023/02/06 13:00:00.000,8.6,90,1226,0,0,860.3,0,41.4,0.23,20.9
2023/02/06 14:00:00.000,9,87,1478,124,0.3,858.3,0,41.7,0.16,20.9
2023/02/06 15:00:00.000,9.9,81,1544,0,0,857.1,0,41.5,0.17,20.9
2023/02/06 16:00:00.000,10,80,1592,0,0,856.3,0,41.5,0.09,20.9
2023/02/06 17:00:00.000,9.9,80,1532,40,0.1,856.1,0,41.4,0.07,20.9
2023/02/06 18:00:00.000,9.4,82,1484,80,0.1,856.7,0,41.2,0.06,20.9
2023/02/06 19:00:00.000,8.7,85,1790,0,0,858.1,0,41.3,0.06,20.9
2023/02/06 20:00:00.000,8.1,86,1280,0,0,859.3,0,41.3,0.06,20.9
2023/02/06 21:00:00.000,7.7,89,1442,0,0,860.5,0,41.5,0.06,20.9
2023/02/06 22:00:00.000,7,90,1586,0,0,861.3,0,41.3,0.04,20.9
2023/02/06 23:00:00.000,6.7,90,1400,0,0,861.5,0,41,0.04,20.9
2023/02/07 00:00:00.000,6.7,90,1280,0,0,861.5,0,41.3,0.04,20.9
2023/02/07 01:00:00.000,6.5,90,1118,0,0,861.7,0,41.5,0.04,20.9
2023/02/07 02:00:00.000,6.3,90,1100,0,0,861.9,0,41.9,0.04,20.9
2023/02/07 03:00:00.000,6.3,90,1004,0,0,861.9,0,41.1,0.04,20.9
2023/02/07 04:00:00.000,6.1,90,914,0,0,861.7,0,42.2,0.04,20.9
2023/02/07 05:00:00.000,6,90,1322,0,0,861.5,0,42.1,0.04,20.9
2023/02/07 06:00:00.000,5.8,90,1130,0,0,861.9,0,41.9,0.04,20.9
2023/02/07 07:00:00.000,5.8,90,1016,0,0,862.3,0,42.3,0.04,20.9
2023/02/07 08:00:00.000,5.7,90,1094,0,0,863.1,0,43.1,0.04,20.9
2023/02/07 09:00:00.000,5.7,90,1064,0,0,863.7,0,41.5,0.04,20.9
2023/02/07 10:00:00.000,5.7,90,968,0,0,864.1,0,42.3,0.04,20.9
2023/02/07 11:00:00.000,5.7,90,1046,0,0,864.3,0,41.5,0.04,20.9
2023/02/07 12:00:00.000,5.9,90,902,0,0,863.7,0,41.3,0.04,20.9
2023/02/07 13:00:00.000,5.8,90,1010,0,0,862.7,0,41.4,0.05,20.9
2023/02/07 14:00:00.000,6,90,1214,0,0,861.3,0,41.3,0.06,20.9
2023/02/07 15:00:00.000,6.1,90,1136,0,0,860.5,0,41.9,0.04,20.9
2023/02/07 16:00:00.000,6.1,90,956,0,0,859.9,0,41.4,0.04,20.9
2023/02/07 17:00:00.000,5.9,90,968,132,0.2,859.7,0,41.1,0.04,20.9
2023/02/07 18:00:00.000,5.9,90,980,0,0,860.1,0,41.7,0.04,20.9
2023/02/07 19:00:00.000,5.9,90,896,0,0,860.3,0,41.5,0.04,20.9
2023/02/07 20:00:00.000,5.7,90,950,0,0,860.9,0,41.5,0.04,20.9
2023/02/07 21:00:00.000,5.5,90,938,0,0,861.3,0,41.4,0.04,20.9
2023/02/07 22:00:00.000,5.4,90,878,178,0.2,861.7,0,41.6,0.04,20.9
2023/02/07 23:00:00.000,5.3,90,824,0,0,861.7,0,41.5,0.04,20.9
2023/02/08 00:00:00.000,5.3,90,902,0,0,861.9,0,42.4,0.04,20.9
2023/02/08 01:00:00.000,5.1,90,1016,289,0.2,861.7,0,42.8,0.04,20.9
2023/02/08 02:00:00.000,5.1,90,968,0,0,861.5,0,42,0.04,20.9
2023/02/08 03:00:00.000,5.1,90,1700,0,0,860.9,0,42.7,0.04,20.9
2023/02/08 04:00:00.000,5.1,90,968,0,0,860.1,0,41.7,0.04,20.9
2023/02/08 05:00:00.000,5.1,90,728,172,0.1,860.1,0,41.9,0.04,20.9
2023/02/08 06:00:00.000,5,90,1130,0,0,859.7,0,43.1,0.04,20.9
2023/02/08 07:00:00.000,5.1,90,848,0,0,860.1,0,42.3,0.04,20.9
2023/02/08 08:00:00.000,5,90,956,0,0,860.7,0,42.4,0.04,20.9
2023/02/08 09:00:00.000,5.1,90,992,0,0,861.1,0,43.6,0.04,20.9
2023/02/08 10:00:00.000,5.2,90,956,0,0,861.3,0,42,0.04,20.9
2023/02/08 11:00:00.000,5.3,90,1298,167,0.1,861.1,0,41.8,0.05,20.9
2023/02/08 12:00:00.000,5.7,90,1376,0,0,860.1,0,42.6,0.08,20.9
2023/02/08 13:00:00.000,6.2,90,1250,0,0,859.1,0,42.5,0.09,20.9
2023/02/08 14:00:00.000,6.7,90,1310,0,0,857.9,0,41.5,0.07,20.9
2023/02/08 15:00:00.000,7,90,1430,0,0,857.1,0,42.3,0.07,20.9
2023/02/08 16:00:00.000,7.2,90,1274,0,0,856.9,0,41.8,0.06,20.9
2023/02/08 17:00:00.000,7.2,90,1322,0,0,857.3,0,42.3,0.06,20.9
2023/02/08 18:00:00.000,6.8,90,1436,0,0,858.1,0,41.9,0.05,20.9
2023/02/08 19:00:00.000,6.5,90,1832,0,0,859.1,0,41.9,0.05,20.9
2023/02/08 20:00:00.000,6.3,90,1682,0,0,860.1,0,41.5,0.05,20.9
2023/02/08 21:00:00.000,6.1,90,1448,0,0,861.1,0,41.8,0.05,20.9
2023/02/08 22:00:00.000,6.1,90,1376,0,0,861.9,0,41.3,0.05,20.9
2023/02/08 23:00:00.000,6,90,1448,0,0,862.3,0,41.7,0.04,20.9
2023/02/09 00:00:00.000,5.8,90,1472,0,0,863.1,0,42.2,0.04,20.9
2023/02/09 01:00:00.000,5.6,90,1328,0,0,863.3,0,43,0.04,20.9
2023/02/09 02:00:00.000,5.6,90,1910,0,0,863.5,0,42.2,0.04,20.9
2023/02/09 03:00:00.000,5.5,90,1838,0,0,863.5,0,42.3,0.04,20.9
2023/02/09 04:00:00.000,5.5,90,1418,0,0,863.7,0,42.7,0.04,20.9
2023/02/09 05:00:00.000,5.4,90,1958,0,0,863.5,0,42.5,0.04,20.9
2023/02/09 06:00:00.000,5.4,90,1808,0,0,863.5,0,42.3,0.04,20.9
2023/02/09 07:00:00.000,5.5,90,962,0,0,864.3,0,42.4,0.04,20.9
2023/02/09 08:00:00.000,5.4,90,1040,0,0,864.9,0,43.2,0.04,20.9
2023/02/09 09:00:00.000,5.4,90,992,0,0,865.5,0,41.9,0.04,20.9
2023/02/09 10:00:00.000,5.8,90,1046,0,0,865.7,0,42.5,0.09,20.9
2023/02/09 11:00:00.000,6.7,90,1262,170,0.1,865.3,0,42.3,0.13,20.9
2023/02/09 12:00:00.000,7.8,90,1520,0,0,864.5,0,42.2,0.06,20.9
2023/02/09 13:00:00.000,9.4,88,1910,283,0.2,862.9,0,43.6,0.33,20.9
2023/02/09 14:00:00.000,10.7,81,2114,191,0.2,860.9,0,43,0.24,20.9
2023/02/09 15:00:00.000,11.2,75,2090,284,0.2,859.5,0,43.9,0.23,20.9
2023/02/09 16:00:00.000,13.7,66,2054,0,0,857.9,0,42.3,0.19,20.9
2023/02/09 17:00:00.000,13.8,64,1814,136,0.4,857.5,0,41.8,0.11,20.9
2023/02/09 18:00:00.000,12.1,71,1988,144,0.4,857.7,0,42.3,0.07,20.9
2023/02/09 19:00:00.000,9,83,1706,0,0,858.9,0,41.5,0.06,20.9
2023/02/09 20:00:00.000,8.1,87,1604,0,0,860.3,0,41.4,0.06,20.9
2023/02/09 21:00:00.000,7.6,90,1436,75,0.2,861.5,0,41.5,0.06,20.9
2023/02/09 22:00:00.000,7.2,90,1340,0,0,862.1,0,42,0.06,20.9
2023/02/09 23:00:00.000,6.7,90,1820,0,0,862.3,0,42.1,0.04,20.9
2023/02/10 00:00:00.000,6.5,90,1640,169,0.2,862.5,0,42.3,0.04,20.9
2023/02/10 01:00:00.000,6.2,90,1742,0,0,862.1,0,41.9,0.04,20.9
2023/02/10 02:00:00.000,5.9,90,1658,0,0,862.1,0,41.9,0.04,20.9
2023/02/10 03:00:00.000,5.8,90,1616,0,0,861.1,0,42.7,0.04,20.9
2023/02/10 04:00:00.000,5.7,90,1064,0,0,860.5,0,42.4,0.04,20.9
2023/02/10 05:00:00.000,5.6,90,1076,0,0,859.7,0,41.8,0.04,20.9
2023/02/10 06:00:00.000,5.6,90,1094,0,0,859.5,0,42.1,0.04,20.9
2023/02/10 07:00:00.000,5.6,90,1340,0,0,859.3,0,42.3,0.04,20.9
2023/02/10 08:00:00.000,5.6,90,1226,0,0,859.3,0,42,0.04,20.9
2023/02/10 09:00:00.000,5.6,90,1022,0,0,859.7,0,44.3,0.05,20.9
2023/02/10 10:00:00.000,5.9,90,1460,0,0,859.9,0,43.5,0.06,20.9
2023/02/10 11:00:00.000,6,90,1490,0,0,859.7,0,43.9,0.06,20.9
2023/02/10 12:00:00.000,6.4,90,1226,0,0,858.9,0,43.2,0.08,20.9
2023/02/10 13:00:00.000,6.9,90,1838,0,0,858.1,0,42.3,0.09,20.9
2023/02/10 14:00:00.000,8.7,88,2168,315,0.1,856.5,0,44.6,0.18,20.9
2023/02/10 15:00:00.000,8.9,85,1796,0,0,855.5,0,42.5,0.13,20.9
2023/02/10 16:00:00.000,9.3,83,1514,166,0.1,855.1,0,44.3,0.1,20.9
2023/02/10 17:00:00.000,9.7,81,2024,0,0,854.7,0,42.4,0.09,20.9
2023/02/10 18:00:00.000,9.5,84,1730,0,0,854.7,0,42.2,0.07,20.9
2023/02/10 19:00:00.000,8.7,89,1772,0,0,855.7,0,41.5,0.06,20.9
2023/02/10 20:00:00.000,8.1,90,1958,0,0,856.7,0,41.5,0.06,20.9
2023/02/10 21:00:00.000,7.9,90,1880,0,0,857.5,0,41.6,0.06,20.9
2023/02/10 22:00:00.000,7.7,90,1994,0,0,858.3,0,41.5,0.06,20.9
2023/02/10 23:00:00.000,7.4,90,2048,0,0,858.7,0,41.7,0.06,20.9
2023/02/11 00:00:00.000,7,90,2084,0,0,858.7,0,41.2,0.04,20.9
2023/02/11 01:00:00.000,6.8,90,1982,0,0,858.3,0,41.5,0.04,20.9
2023/02/11 02:00:00.000,6.5,90,1760,288,0.2,857.7,0,41.6,0.04,20.9
2023/02/11 03:00:00.000,6.4,90,1346,0,0,856.9,0,42.4,0.04,20.9
2023/02/11 04:00:00.000,6.3,90,1010,0,0,856.5,0,41.4,0.04,20.9
2023/02/11 05:00:00.000,6.2,90,1172,0,0,856.1,0,41.6,0.04,20.9
2023/02/11 06:00:00.000,6,90,1070,0,0,855.7,0,41.3,0.04,20.9
2023/02/11 07:00:00.000,6.1,90,1166,0,0,855.5,0,41.3,0.04,20.9
2023/02/11 08:00:00.000,6.1,90,1244,0,0,855.3,0,41.6,0.04,20.9
2023/02/11 09:00:00.000,6.2,90,968,0,0,854.9,0,42.3,0.07,20.9
2023/02/11 10:00:00.000,6.5,90,1526,0,0,854.7,0,41.5,0.1,20.9
2023/02/11 11:00:00.000,7.1,90,1316,0,0,854.3,0,41.6,0.09,20.9
2023/02/11 12:00:00.000,7.9,90,1754,0,0,853.3,0,42.2,0.13,20.9
2023/02/11 13:00:00.000,9.2,84,1634,305,0.2,851.7,0,42,0.24,20.9
2023/02/11 14:00:00.000,12.1,73,1580,228,0.3,849.9,0.2,42.4,0.23,20.9
2023/02/11 15:00:00.000,14.8,63,1820,140,0.7,848.5,0,42.1,0.38,20.9
2023/02/11 16:00:00.000,16,61,1874,0,0,847.5,0.6,43.3,0.21,20.9
2023/02/11 17:00:00.000,14.9,62,1862,115,0.3,847.7,0,41.9,0.12,20.9
2023/02/11 18:00:00.000,11.9,70,1766,322,0.1,848.9,0,41.3,0.08,20.9
2023/02/11 19:00:00.000,9.3,80,1736,0,0,851.3,0,41.5,0.07,20.9
2023/02/11 20:00:00.000,8.8,83,1574,0,0,852.5,0,41.6,0.07,20.9
2023/02/11 21:00:00.000,8.4,85,1880,0,0,854.1,0,41.5,0.07,20.9
2023/02/11 22:00:00.000,8.2,86,1994,0,0,855.1,0,41.3,0.06,20.9
2023/02/11 23:00:00.000,7.8,89,1862,0,0,856.1,0,41.7,0.06,20.9
2023/02/12 00:00:00.000,7.4,90,2066,0,0,856.1,0,41.6,0.04,20.9
2023/02/12 01:00:00.000,7.2,90,2132,179,0.1,856.1,0,41.3,0.04,20.9
2023/02/12 02:00:00.000,7,90,2276,0,0,856.1,0,41.2,0.04,20.9
2023/02/12 03:00:00.000,6.8,90,1664,0,0,855.7,0,41.7,0.04,20.9
2023/02/12 04:00:00.000,6.7,90,1484,0,0,855.5,0,41.4,0.04,20.9
2023/02/12 05:00:00.000,6.7,90,1670,0,0,855.5,0,41.6,0.04,20.9
2023/02/12 06:00:00.000,6.7,90,1454,0,0,855.7,0,41.5,0.04,20.9
2023/02/12 07:00:00.000,6.5,90,1346,0,0,856.1,0,41.5,0.04,20.9
2023/02/12 08:00:00.000,6.5,90,1136,0,0,856.7,0,41.9,0.04,20.9
2023/02/12 09:00:00.000,6.6,90,1256,0,0,857.5,0,41.9,0.05,20.9
2023/02/12 10:00:00.000,6.7,90,1112,0,0,858.5,0,41.6,0.05,20.9
2023/02/12 11:00:00.000,6.8,90,1004,322,0.1,858.7,0,41.9,0.06,20.9
2023/02/12 12:00:00.000,7,90,1172,0,0,858.7,0,41.5,0.06,20.9
2023/02/12 13:00:00.000,7.5,90,1394,157,0.1,857.9,0,41.9,0.07,20.9
2023/02/12 14:00:00.000,7.7,90,1628,0,0,857.3,0,41.8,0.08,20.9
2023/02/12 15:00:00.000,7.9,90,1916,0,0,856.7,0,43.1,0.06,20.9
2023/02/12 16:00:00.000,8.1,89,1472,0,0,856.7,0,41.8,0.07,20.9
2023/02/12 17:00:00.000,8.2,89,1490,0,0,856.7,0,43.8,0.07,20.9
2023/02/12 18:00:00.000,7.9,90,1418,0,0,857.5,0,42.4,0.07,20.9
2023/02/12 19:00:00.000,7.6,90,1418,0,0,858.7,0,41.6,0.06,20.9
2023/02/12 20:00:00.000,7.3,90,1508,0,0,859.7,0,41.5,0.06,20.9
2023/02/12 21:00:00.000,7.2,90,1862,0,0,860.5,0,41.9,0.05,20.9
2023/02/12 22:00:00.000,7,90,1922,0,0,861.3,0,41.9,0.04,20.9
2023/02/12 23:00:00.000,6.7,90,1874,0,0,861.9,0,42.3,0.04,20.9
2023/02/13 00:00:00.000,6.4,90,1826,0,0,862.3,0,41.6,0.04,20.9
2023/02/13 01:00:00.000,6.1,90,2930,0,0,862.7,0,42,0.04,20.9
2023/02/13 02:00:00.000,6,90,2306,0,0,862.7,0,41.8,0.04,20.9
2023/02/13 03:00:00.000,5.6,90,4028,0,0,862.9,0,42.7,0.04,20.9
2023/02/13 04:00:00.000,5.5,90,1166,296,0.2,863.1,0,42.1,0.04,20.9
2023/02/13 05:00:00.000,5.2,90,1352,0,0,863.5,0,42.3,0.04,20.9
2023/02/13 06:00:00.000,4.8,90,3224,0,0,864.3,0,42,0.04,20.9
2023/02/13 07:00:00.000,4.3,90,3824,0,0,865.1,0,42.8,0.04,20.9
2023/02/13 08:00:00.000,4.2,90,2954,0,0,866.1,0,41.6,0.04,20.9
2023/02/13 09:00:00.000,3.9,90,2162,0,0,867.3,0,42.1,0.04,20.9
2023/02/13 10:00:00.000,3.8,90,1508,0,0,868.3,0,42.8,0.05,20.9
2023/02/13 11:00:00.000,3.9,90,2564,0,0,868.3,0,42.3,0.07,20.9
2023/02/13 12:00:00.000,4,90,1514,312,0.1,867.9,0,42.7,0.09,20.9
2023/02/13 13:00:00.000,4.2,90,1058,0,0,867.1,0,42.7,0.08,20.9
2023/02/13 14:00:00.000,4,90,1274,148,0.4,866.1,0,43.1,0.06,20.9
2023/02/13 15:00:00.000,3.8,90,1538,0,0,865.7,0,43.5,0.07,20.9
2023/02/13 16:00:00.000,3.7,90,1358,0,0,865.7,0,42.3,0.06,20.9
2023/02/13 17:00:00.000,3.4,90,1508,0,0,865.9,0,42.9,0.06,20.9
2023/02/13 18:00:00.000,3.3,90,1664,0,0,866.5,0,44.3,0.06,20.9
2023/02/13 19:00:00.000,3.1,90,1604,0,0,867.5,0,42.3,0.05,20.9
2023/02/13 20:00:00.000,3,90,1598,156,0.3,868.5,0,41.9,0.05,20.9
2023/02/13 21:00:00.000,2.9,90,1202,0,0,869.3,0,43.5,0.05,20.9
2023/02/13 22:00:00.000,2.8,90,1832,0,0,869.7,0,42.4,0.05,20.9
2023/02/13 23:00:00.000,2.6,90,1886,0,0,870.3,0,42.1,0.05,20.9
2023/02/14 00:00:00.000,2.5,90,998,0,0,870.7,0,42.7,0.05,20.9
2023/02/14 01:00:00.000,2.3,90,1772,0,0,871.1,0,42.8,0.05,20.9
2023/02/14 02:00:00.000,2.2,90,2726,146,0.3,871.7,0,42.3,0.05,20.9
2023/02/14 03:00:00.000,2.1,90,3314,0,0,871.5,0,43,0.05,20.9
2023/02/14 04:00:00.000,2.1,90,2708,0,0,871.5,0,42.6,0.05,20.9
2023/02/14 05:00:00.000,2.1,90,2294,0,0,871.1,0,42.8,0.05,20.9
2023/02/14 06:00:00.000,2.2,90,2006,0,0,870.9,0,42.9,0.05,20.9
2023/02/14 07:00:00.000,2.3,90,1484,0,0,871.3,0,43,0.05,20.9
2023/02/14 08:00:00.000,2.2,90,1604,0,0,871.5,0,42.7,0.05,20.9
2023/02/14 09:00:00.000,2.4,90,1826,0,0,870.7,0,42.8,0.05,20.9
2023/02/14 10:00:00.000,2.8,90,1604,175,0.2,869.9,0,45,0.06,20.9
2023/02/14 11:00:00.000,4,90,1964,0,0,869.5,0,43.1,0.06,20.9
2023/02/14 12:00:00.000,6.3,86,1964,147,0.2,867.9,0,43.9,0.49,20.9
2023/02/14 13:00:00.000,8.6,73,1970,31,0.2,865.7,0.5,42.7,0.68,20.9
2023/02/14 14:00:00.000,11.3,69,1820,308,0.2,864.5,0.6,58.3,0.23,20.9
2023/02/14 15:00:00.000,12.6,61,1532,69,0.1,863.3,0,43,0.34,20.9
2023/02/14 16:00:00.000,14.2,56,1598,331,0.1,861.3,0.8,43.5,0.24,20.9
2023/02/14 17:00:00.000,14.2,58,1742,0,0,861.9,0.8,43.5,0.14,20.9
2023/02/14 18:00:00.000,10.4,67,1232,333,0.3,863.7,0,42.6,0.07,20.9
2023/02/14 19:00:00.000,7.4,78,2234,0,0,865.7,0,42.3,0.06,20.9
2023/02/14 20:00:00.000,6,84,2018,136,0.3,866.9,0,42,0.06,20.9
2023/02/14 21:00:00.000,5.3,87,1868,0,0,867.7,0,42.2,0.06,20.9
2023/02/14 22:00:00.000,4.6,90,2090,0,0,868.3,0,41.9,0.06,20.9
2023/02/14 23:00:00.000,3.7,90,1790,149,0.3,868.7,0,42.3,0.06,20.9
2023/02/15 00:00:00.000,3.5,90,1394,43,0.1,869.1,0,43.5,0.06,20.9
2023/02/15 01:00:00.000,3.1,90,1604,0,0,868.9,0,42.6,0.06,20.9
2023/02/15 02:00:00.000,2.9,90,1550,0,0,868.7,0,42.7,0.06,20.9
2023/02/15 03:00:00.000,2.8,90,1382,73,0.2,868.5,0,43.1,0.06,20.9
2023/02/15 04:00:00.000,2.6,90,1916,0,0,868.3,0,42.6,0.06,20.9
2023/02/15 05:00:00.000,2.6,90,1370,0,0,868.1,0,43.7,0.06,20.9
2023/02/15 06:00:00.000,2.5,90,1508,0,0,868.3,0,42.7,0.06,20.9
2023/02/15 07:00:00.000,2.4,90,1244,0,0,869.1,0,42.3,0.05,20.9
2023/02/15 08:00:00.000,2.3,90,1754,0,0,869.7,0,42.8,0.05,20.9
2023/02/15 09:00:00.000,2.3,90,1964,0,0,869.9,0,43.7,0.05,20.9
2023/02/15 10:00:00.000,2.3,90,1658,0,0,870.3,0,43.9,0.05,20.9
2023/02/15 11:00:00.000,2.4,90,1940,0,0,870.3,0,44.1,0.05,20.9
2023/02/15 12:00:00.000,2.7,90,1880,0,0,870.1,0,43.6,0.05,20.9
2023/02/15 13:00:00.000,2.8,90,1808,0,0,869.1,0,43.6,0.05,20.9
2023/02/15 14:00:00.000,3.2,90,1868,0,0,867.7,0,48.2,0.05,20.9
2023/02/15 15:00:00.000,3.3,90,1820,0,0,866.9,0,45.2,0.05,20.9
2023/02/15 16:00:00.000,3.5,90,1856,0,0,866.5,0,44.1,0.05,20.9
2023/02/15 17:00:00.000,3.6,90,1592,0,0,866.5,0,44.3,0.05,20.9
2023/02/15 18:00:00.000,3.6,90,1850,0,0,866.9,0,44.2,0.05,20.9
2023/02/15 19:00:00.000,3.5,90,1802,0,0,867.9,0,43.9,0.05,20.9
2023/02/15 20:00:00.000,3.4,90,1736,0,0,868.7,0,43.9,0.05,20.9
2023/02/15 21:00:00.000,3.2,90,1376,0,0,869.5,0,43.9,0.05,20.9
2023/02/15 22:00:00.000,3.1,90,1772,0,0,870.5,0,44.2,0.05,20.9
2023/02/15 23:00:00.000,3,90,2300,173,0.2,870.5,0,44.3,0.05,20.9
2023/02/16 00:00:00.000,3,90,1850,0,0,870.5,0,43.8,0.05,20.9
2023/02/16 01:00:00.000,2.8,90,1796,0,0,870.5,0,44.3,0.05,20.9
2023/02/16 02:00:00.000,2.7,90,1400,0,0,870.3,0,44,0.05,20.9
2023/02/16 03:00:00.000,2.6,90,1250,0,0,869.5,0,43.5,0.05,20.9
2023/02/16 04:00:00.000,2.6,90,1256,180,0.1,869.1,0,44,0.05,20.9
2023/02/16 05:00:00.000,2.5,90,1250,0,0,868.5,0,44.1,0.05,20.9
2023/02/16 06:00:00.000,2.5,90,1064,0,0,868.1,0,43.9,0.05,20.9
2023/02/16 07:00:00.000,2.5,90,1136,0,0,868.1,0,43.9,0.05,20.9
2023/02/16 08:00:00.000,2.5,90,1328,0,0,868.1,0,44.3,0.05,20.9
2023/02/16 09:00:00.000,2.5,90,1370,0,0,867.9,0,44.9,0.05,20.9
2023/02/16 10:00:00.000,3,90,1052,0,0,867.5,0,44.3,0.05,20.9
2023/02/16 11:00:00.000,3.2,90,1214,167,0.1,867.5,0,45,0.05,20.9
2023/02/16 12:00:00.000,3.6,90,1478,0,0,867.3,0,44.3,0.06,20.9
2023/02/16 13:00:00.000,4.1,90,2342,0,0,866.3,0,44.7,0.06,20.9
2023/02/16 14:00:00.000,5.2,90,1850,0,0,865.3,0,44.8,0.06,20.9
2023/02/16 15:00:00.000,5.5,89,1490,0,0,864.7,0,44.7,0.06,20.9
